Row No	Audited	Checksum Changed	CreationTime	Detected Date (LCT)	Detected Time (LCT)	Detected Date (UTC)	Detected Time (UTC)	Eof	FileCode	FileKind	FileName	FileType	GuardianFile	HashAlgorithm	HashValue	Host	Id	LastModified	Licensed	OpenTime	OwnerGroupId	OwnerUserId	ProgId	Security	Subvolume	Type	Virtual	Volume	Who
95	N	N	02:11.1	8/7/20	11:03	8/7/20	19:03	"2,750"	101	ENS	SHCONF	U	$SYSTEM.XYGATESH.SHCONF			\EST1983	"180,502"	56:19.1	N	14:46.7	255	255	N	NUUU	XYGATESH	Modified	N	$SYSTEM	xypro-scottn
96	N	N	31:59.9	8/7/20	11:03	8/7/20	19:03	"11,712"	800	ENS	OLDLIB	U	$SYSTEM.XYGATESH.OLDLIB			\EST1983	"180,498"	05:53.4	N	22:42.6	255	255	N	NUNU	XYGATESH	Added	N	$SYSTEM	SUPPORT.DAVEC
97	N	N	05:57.7	7/20/20	11:03	7/20/20	19:03	"89,658"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"153,434"	05:57.9	N	06:01.0	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
98	N	N	06:01.0	7/20/20	11:03	7/20/20	19:03	"6,766,592"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"153,435"	06:03.2	N	06:04.0	253	1	N	NONO	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
99	N	N	06:00.7	7/20/20	11:03	7/20/20	19:03	"93,430"	101	ENS	OLDACL13	U	$SYSTEM.XYGATEOS.OLDACL13			\EST1983	"153,429"	12:26.2	N	06:00.7	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
100	N	N	12:28.3	7/20/20	11:03	7/20/20	19:03	"6,750,208"	0	ENS	ZZOS0064	U	$SYSTEM.XYGATEOS.ZZOS0064			\EST1983	"153,430"	12:30.7	N	06:01.3	253	1	N	NONO	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
101	N	N	38:21.5	7/20/20	11:03	7/20/20	19:03	"6,733,824"	0	ENS	ZZOS0062	U	$SYSTEM.XYGATEOS.ZZOS0062			\EST1983	"153,431"	38:23.7	N	20:20.3	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
102	N	N	20:19.8	7/20/20	11:03	7/20/20	19:03	"6,733,824"	0	ENS	ZZOS0063	U	$SYSTEM.XYGATEOS.ZZOS0063			\EST1983	"153,432"	20:22.2	N	12:28.6	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
103	N	N	28:13.0	7/20/20	11:03	7/20/20	19:03	"88,144"	101	ENS	OLDACL18	U	$SYSTEM.XYGATEOS.OLDACL18			\EST1983	"153,433"	10:38.0	N	28:13.0	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
104	N	N	15:20.1	6/29/20	11:03	6/29/20	19:03	"763,904"	130	ENS	ZZSA3910	U	$SYSTEM.XYGATESW.ZZSA3910			\EST1983	"125,925"	15:20.5	N	15:20.1	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
105	N	N	15:21.7	6/29/20	11:03	6/29/20	19:03	"763,904"	130	ENS	ZZSA4043	U	$SYSTEM.XYGATESW.ZZSA4043			\EST1983	"125,926"	15:21.8	N	15:21.7	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
106	N	N	15:22.8	6/29/20	11:03	6/29/20	19:03	"763,904"	130	ENS	ZZSA4164	U	$SYSTEM.XYGATESW.ZZSA4164			\EST1983	"125,927"	15:23.0	N	15:22.8	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
107	N	N	15:23.8	6/29/20	11:03	6/29/20	19:03	"763,904"	130	ENS	ZZSA4271	U	$SYSTEM.XYGATESW.ZZSA4271			\EST1983	"125,928"	15:24.1	N	15:23.8	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
108	N	N	47:46.0	6/29/20	11:03	6/29/20	19:03	"116,736"	130	ENS	ZZSA5087	U	$SYSTEM.XYGATESW.ZZSA5087			\EST1983	"125,929"	47:46.1	N	47:46.0	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
109	N	N	47:53.4	6/29/20	11:03	6/29/20	19:03	"780,288"	130	ENS	ZZSA5835	U	$SYSTEM.XYGATESW.ZZSA5835			\EST1983	"125,930"	47:53.6	N	47:53.4	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
110	N	N	17:42.6	6/29/20	11:03	6/29/20	19:03	"116,736"	130	ENS	ZZSA8131	U	$SYSTEM.XYGATESW.ZZSA8131			\EST1983	"125,931"	17:42.6	N	17:42.6	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
111	N	N	17:45.5	6/29/20	11:03	6/29/20	19:03	"780,288"	130	ENS	ZZSA8430	U	$SYSTEM.XYGATESW.ZZSA8430			\EST1983	"125,932"	17:45.6	N	17:45.5	253	1	N	OOOO	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
112	N	N	20:19.5	6/25/20	11:03	6/25/20	19:03	"93,430"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"121,260"	12:26.2	N	36:25.6	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
113	N	N	12:28.3	6/25/20	11:03	6/25/20	19:03	"6,750,208"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"121,261"	12:30.7	N	12:45.3	253	1	N	NONO	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
114	N	N	20:19.8	6/25/20	11:03	6/25/20	19:03	"6,733,824"	0	ENS	ZZOS0063	U	$SYSTEM.XYGATEOS.ZZOS0063			\EST1983	"121,247"	20:22.2	N	12:28.6	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SECURITY.ADMIN
115	N	N	21:18.0	6/18/20	11:03	6/18/20	19:03	"2,314"	101	ENS	PQCONF	U	$SYSTEM.XYGATEPQ.PQCONF			\EST1983	"112,483"	30:29.3	N	59:45.8	253	1	N	NCCC	XYGATEPQ	Modified	N	$SYSTEM	QA.WILLIAMF
116	N	N	21:18.0	6/17/20	11:03	6/17/20	19:03	"4,106"	101	ENS	PQCONF	U	$SYSTEM.XYGATEPQ.PQCONF			\EST1983	"110,465"	11:11.7	N	29:53.5	253	1	N	NCCC	XYGATEPQ	Modified	N	$SYSTEM	SECURITY.ADMIN
117	N	N	37:21.0	6/12/20	11:03	6/12/20	19:03	"92,382"	101	ENS	OLDACL03	U	$SYSTEM.XYGATEOS.OLDACL03			\EST1983	"104,414"	36:36.7	N	37:21.1	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
118	N	N	38:21.2	6/12/20	11:03	6/12/20	19:03	"92,382"	101	ENS	OLDACL04	U	$SYSTEM.XYGATEOS.OLDACL04			\EST1983	"104,415"	37:18.2	N	38:21.2	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
119	N	N	20:19.5	6/12/20	11:03	6/12/20	19:03	"92,414"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"104,416"	20:13.8	N	20:19.8	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
120	N	N	20:19.8	6/12/20	11:03	6/12/20	19:03	"6,733,824"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"104,417"	20:22.2	N	20:23.0	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
121	N	N	20:19.4	6/12/20	11:03	6/12/20	19:03	"92,382"	101	ENS	OLDACL00	U	$SYSTEM.XYGATEOS.OLDACL00			\EST1983	"104,420"	38:16.1	N	20:19.5	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
122	N	N	34:28.2	6/12/20	11:03	6/12/20	19:03	"92,414"	101	ENS	OLDACL01	U	$SYSTEM.XYGATEOS.OLDACL01			\EST1983	"104,421"	33:53.6	N	34:28.2	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
123	N	N	36:39.7	6/12/20	11:03	6/12/20	19:03	"92,382"	101	ENS	OLDACL02	U	$SYSTEM.XYGATEOS.OLDACL02			\EST1983	"104,422"	34:25.3	N	36:39.7	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
124	N	N	38:21.5	6/12/20	11:03	6/12/20	19:03	"6,733,824"	0	ENS	ZZOS0062	U	$SYSTEM.XYGATEOS.ZZOS0062			\EST1983	"104,399"	38:23.7	N	20:20.3	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SECURITY.ADMIN
125	N	N	13:36.7	6/12/20	11:03	6/12/20	19:03	"6,750,208"	0	ENS	ZZOS0047	U	$SYSTEM.XYGATEOS.ZZOS0047			\EST1983	"104,408"	13:38.9	N	16:29.2	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SECURITY.ADMIN
126	N	N	13:36.5	6/11/20	11:03	6/11/20	19:03	"88,850"	101	ENS	OLDACL11	U	$SYSTEM.XYGATEOS.OLDACL11			\EST1983	"102,971"	55:07.2	N	13:36.5	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
127	N	N	16:28.6	6/11/20	11:03	6/11/20	19:03	"92,402"	101	ENS	OLDACL12	U	$SYSTEM.XYGATEOS.OLDACL12			\EST1983	"102,972"	13:34.6	N	16:28.6	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
128	N	N	16:08.5	6/11/20	11:03	6/11/20	19:03	"92,402"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"102,973"	16:25.8	N	29:05.7	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
129	N	N	16:28.8	6/11/20	11:03	6/11/20	19:03	"6,750,208"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"102,974"	16:31.0	N	16:31.6	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
130	N	N	55:10.4	6/11/20	11:03	6/11/20	19:03	"88,850"	101	ENS	OLDACL10	U	$SYSTEM.XYGATEOS.OLDACL10			\EST1983	"102,960"	13:20.8	N	55:10.5	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	twilson
131	N	N	13:36.7	6/11/20	11:03	6/11/20	19:03	"6,750,208"	0	ENS	ZZOS0047	U	$SYSTEM.XYGATEOS.ZZOS0047			\EST1983	"102,963"	13:38.9	N	16:29.2	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
132	N	N	09:34.8	6/11/20	11:03	6/11/20	19:03	"6,717,440"	0	ENS	ZZOS0044	U	$SYSTEM.XYGATEOS.ZZOS0044			\EST1983	"102,964"	09:37.7	N	13:23.5	253	1	N	NONO	XYGATEOS	Removed	N	$SYSTEM	twilson
133	N	N	10:41.6	6/11/20	11:03	6/11/20	19:03	"90,912"	101	ENS	OLDACL13	U	$SYSTEM.XYGATEOS.OLDACL13			\EST1983	"102,966"	11:07.1	N	10:41.7	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	twilson
134	N	N	13:22.9	6/8/20	11:03	6/8/20	19:03	"88,850"	101	ENS	OLDACL09	U	$SYSTEM.XYGATEOS.OLDACL09			\EST1983	"98,976"	09:26.7	N	13:23.0	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
135	N	N	13:20.6	6/8/20	11:03	6/8/20	19:03	"88,850"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"98,977"	13:20.8	N	13:23.2	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
136	N	N	13:23.2	6/8/20	11:03	6/8/20	19:03	"6,717,440"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"98,978"	13:25.4	N	13:26.2	253	1	N	NONO	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
137	N	N	09:34.5	6/8/20	11:03	6/8/20	19:03	"92,426"	101	ENS	OLDACL08	U	$SYSTEM.XYGATEOS.OLDACL08			\EST1983	"98,964"	53:25.4	N	09:34.5	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
138	N	N	09:34.8	6/8/20	11:03	6/8/20	19:03	"6,717,440"	0	ENS	ZZOS0044	U	$SYSTEM.XYGATEOS.ZZOS0044			\EST1983	"98,967"	09:37.7	N	13:23.5	253	1	N	NONO	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
139	N	N	25:02.5	6/8/20	11:03	6/8/20	19:03	"6,733,824"	0	ENS	ZZOS0042	U	$SYSTEM.XYGATEOS.ZZOS0042			\EST1983	"98,968"	25:04.7	N	34:43.9	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
140	N	N	57:40.1	6/8/20	11:03	6/8/20	19:03	"90,358"	101	ENS	OLDACL21	U	$SYSTEM.XYGATEOS.OLDACL21			\EST1983	"98,970"	20:46.9	N	57:40.1	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
141	N	N	47:08.0	6/8/20	11:03	6/8/20	19:03	"88,144"	101	ENS	OLDACL22	U	$SYSTEM.XYGATEOS.OLDACL22			\EST1983	"98,971"	57:37.0	N	47:08.1	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
142	N	N	16:58.5	6/8/20	11:03	6/8/20	19:03	"88,144"	101	ENS	OLDACL23	U	$SYSTEM.XYGATEOS.OLDACL23			\EST1983	"98,972"	47:05.2	N	16:58.5	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
143	N	N	25:59.2	6/8/20	11:03	6/8/20	19:03	"88,144"	101	ENS	OLDACL10	U	$SYSTEM.XYGATEOS.OLDACL10			\EST1983	"98,973"	54:54.1	N	25:59.2	253	1	N	NUUU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
144	N	N	53:25.8	6/4/20	11:03	6/4/20	19:03	"92,426"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"94,740"	53:25.4	N	53:25.9	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
145	N	N	21:56.1	6/4/20	11:03	6/4/20	19:03	"92,412"	101	ENS	ZZ336696	U	$SYSTEM.XYGATEOS.ZZ336696			\EST1983	"94,730"	21:56.0	N	21:57.2	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SUPPORT.ANDERSON
146	N	N	21:48.8	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OLDACL03	U	$SYSTEM.XYGATEOS.OLDACL03			\EST1983	"93,435"	21:03.6	N	21:48.8	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
147	N	N	25:02.2	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OLDACL04	U	$SYSTEM.XYGATEOS.OLDACL04			\EST1983	"93,436"	21:39.8	N	25:02.3	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
148	N	N	34:43.4	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"93,437"	34:40.5	N	34:43.6	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
149	N	N	34:43.6	6/3/20	11:03	6/3/20	19:03	"6,717,440"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"93,438"	34:45.7	N	34:46.4	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
150	N	N	34:43.3	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OLDACL00	U	$SYSTEM.XYGATEOS.OLDACL00			\EST1983	"93,441"	23:46.1	N	34:43.3	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
151	N	N	19:31.3	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OLDACL01	U	$SYSTEM.XYGATEOS.OLDACL01			\EST1983	"93,442"	18:09.1	N	19:31.3	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
152	N	N	21:10.3	6/3/20	11:03	6/3/20	19:03	"92,412"	101	ENS	OLDACL02	U	$SYSTEM.XYGATEOS.OLDACL02			\EST1983	"93,443"	19:24.7	N	21:10.3	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
153	N	N	25:02.5	6/3/20	11:03	6/3/20	19:03	"6,733,824"	0	ENS	ZZOS0042	U	$SYSTEM.XYGATEOS.ZZOS0042			\EST1983	"93,427"	25:04.7	N	34:43.9	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SECURITY.ADMIN
154	N	N	29:03.1	6/3/20	11:03	6/3/20	19:03	"6,733,824"	0	ENS	ZZOS0035	U	$SYSTEM.XYGATEOS.ZZOS0035			\EST1983	"93,429"	29:05.3	N	31:27.3	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SECURITY.ADMIN
155	N	N	05:26.9	6/1/20	11:03	6/1/20	19:03	"1,019,904"	130	ENS	ZZSA1903	U	$SYSTEM.XYGATEOS.ZZSA1903			\EST1983	"91,203"	05:27.1	N	13:40.2	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
156	N	N	07:39.5	6/1/20	11:03	6/1/20	19:03	"1,019,904"	130	ENS	ZZSA5163	U	$SYSTEM.XYGATEOS.ZZSA5163			\EST1983	"91,204"	07:39.7	N	13:40.1	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
157	N	N	30:04.3	6/1/20	11:03	6/1/20	19:03	"1,019,904"	130	ENS	ZZSA9469	U	$SYSTEM.XYGATEOS.ZZSA9469			\EST1983	"91,205"	30:04.5	N	13:40.3	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
158	N	N	30:41.6	6/1/20	11:03	6/1/20	19:03	"786,432"	130	ENS	ZZSA3198	U	$SYSTEM.XYGATESW.ZZSA3198			\EST1983	"91,208"	30:41.8	N	30:41.6	253	1	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
159	N	N	06:39.9	6/1/20	11:03	6/1/20	19:03	"1,015,808"	130	ENS	ZZSA1658	U	$SYSTEM.XYGATEOS.ZZSA1658			\EST1983	"91,210"	06:40.0	N	06:39.9	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
160	N	N	32:52.6	6/1/20	11:03	6/1/20	19:03	"1,019,904"	130	ENS	ZZSA3225	U	$SYSTEM.XYGATEOS.ZZSA3225			\EST1983	"91,211"	32:52.8	N	32:52.6	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
161	N	N	04:56.2	6/1/20	11:03	6/1/20	19:03	"1,017,856"	130	ENS	ZZSA4513	U	$SYSTEM.XYGATEOS.ZZSA4513			\EST1983	"91,212"	04:56.4	N	04:56.2	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
162	N	N	26:19.8	6/1/20	11:03	6/1/20	19:03	"1,019,904"	130	ENS	ZZSA9487	U	$SYSTEM.XYGATEOS.ZZSA9487			\EST1983	"91,213"	26:20.0	N	26:19.8	253	1	N	NNNN	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
163	N	N	05:19.5	6/1/20	11:03	6/1/20	19:03	"786,432"	130	ENS	ZZSA1302	U	$SYSTEM.XYGATESW.ZZSA1302			\EST1983	"91,218"	05:19.6	N	05:19.5	253	1	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
164	N	N	26:40.1	6/1/20	11:03	6/1/20	19:03	"786,432"	130	ENS	ZZSA1499	U	$SYSTEM.XYGATESW.ZZSA1499			\EST1983	"91,219"	26:40.2	N	26:40.1	253	1	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
165	N	N	06:59.4	6/1/20	11:03	6/1/20	19:03	"786,432"	130	ENS	ZZSA3614	U	$SYSTEM.XYGATESW.ZZSA3614			\EST1983	"91,220"	06:59.6	N	06:59.4	253	1	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
166	N	N	33:13.0	6/1/20	11:03	6/1/20	19:03	"786,432"	130	ENS	ZZSA5258	U	$SYSTEM.XYGATESW.ZZSA5258			\EST1983	"91,221"	33:13.1	N	33:13.0	253	1	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
167	N	N	31:26.7	5/28/20	11:03	5/28/20	19:03	"92,426"	101	ENS	OLDACL03	U	$SYSTEM.XYGATEOS.OLDACL03			\EST1983	"87,070"	28:53.2	N	31:26.7	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
168	N	N	31:26.7	5/28/20	11:03	5/28/20	19:03	"92,426"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"87,071"	31:22.4	N	27:09.8	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
169	N	N	31:27.0	5/28/20	11:03	5/28/20	19:03	"6,717,440"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"87,072"	31:29.1	N	31:29.7	253	1	N	NUCU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
170	N	N	25:22.5	5/28/20	11:03	5/28/20	19:03	"90,728"	101	ENS	OLDACL00	U	$SYSTEM.XYGATEOS.OLDACL00			\EST1983	"87,051"	51:12.7	N	25:22.5	253	1	N	NUUU	XYGATEOS	Added	N	$SYSTEM	SECURITY.ADMIN
171	N	N	27:17.6	5/28/20	11:03	5/28/20	19:03	"92,426"	101	ENS	OLDACL01	U	$SYSTEM.XYGATEOS.OLDACL01			\EST1983	"87,052"	25:17.8	N	27:17.6	253	1	N	NUUU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
172	N	N	29:02.7	5/28/20	11:03	5/28/20	19:03	"92,426"	101	ENS	OLDACL02	U	$SYSTEM.XYGATEOS.OLDACL02			\EST1983	"87,053"	27:08.5	N	29:02.8	253	1	N	NUUU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
173	N	N	29:03.1	5/28/20	11:03	5/28/20	19:03	"6,733,824"	0	ENS	ZZOS0035	U	$SYSTEM.XYGATEOS.ZZOS0035			\EST1983	"87,054"	29:05.3	N	31:27.3	253	1	N	NUCU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
174	N	N	02:46.1	5/28/20	11:03	5/28/20	19:03	"6,717,440"	0	ENS	ZZOS0031	U	$SYSTEM.XYGATEOS.ZZOS0031			\EST1983	"87,062"	02:48.3	N	04:35.7	253	1	N	NONO	XYGATEOS	Removed	N	$SYSTEM	SECURITY.ADMIN
175	N	N	51:15.4	5/14/20	11:03	5/14/20	19:03	"90,768"	101	ENS	OLDACL05	U	$SYSTEM.XYGATEOS.OLDACL05			\EST1983	"67,698"	43:25.7	N	51:15.4	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
176	N	N	02:45.9	5/14/20	11:03	5/14/20	19:03	"90,728"	101	ENS	OLDACL06	U	$SYSTEM.XYGATEOS.OLDACL06			\EST1983	"67,699"	51:12.7	N	02:45.9	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
177	N	N	04:35.1	5/14/20	11:03	5/14/20	19:03	"90,728"	101	ENS	OLDACL07	U	$SYSTEM.XYGATEOS.OLDACL07			\EST1983	"67,700"	51:12.7	N	04:35.2	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
178	N	N	43:28.7	5/14/20	11:03	5/14/20	19:03	"90,672"	101	ENS	OLDACL17	U	$SYSTEM.XYGATEOS.OLDACL17			\EST1983	"67,701"	10:56.6	N	43:28.7	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SUPER.SUPER
179	N	N	04:13.8	5/14/20	11:03	5/14/20	19:03	"90,728"	101	ENS	OSACL	U	$SYSTEM.XYGATEOS.OSACL			\EST1983	"67,702"	51:12.7	N	04:35.4	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
180	N	N	16:47.5	5/14/20	11:03	5/14/20	19:03	"2,950"	101	ENS	OSCONF	U	$SYSTEM.XYGATEOS.OSCONF			\EST1983	"67,703"	04:29.6	N	04:38.2	253	1	N	NUUU	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
181	N	N	04:35.4	5/14/20	11:03	5/14/20	19:03	"6,717,440"	0	ENS	OSCONFB	U	$SYSTEM.XYGATEOS.OSCONFB			\EST1983	"67,704"	04:37.5	N	04:38.2	253	1	N	NONO	XYGATEOS	Modified	N	$SYSTEM	SECURITY.ADMIN
182	N	N	11:00.6	5/14/20	11:03	5/14/20	19:03	"88,144"	101	ENS	OLDACL16	U	$SYSTEM.XYGATEOS.OLDACL16			\EST1983	"67,686"	46:02.5	N	11:00.7	253	1	N	NUUU	XYGATEOS	Added	N	$SYSTEM	SUPER.SUPER
183	N	N	02:46.1	5/14/20	11:03	5/14/20	19:03	"6,717,440"	0	ENS	ZZOS0031	U	$SYSTEM.XYGATEOS.ZZOS0031			\EST1983	"67,687"	02:48.3	N	04:35.7	253	1	N	NONO	XYGATEOS	Added	N	$SYSTEM	SECURITY.ADMIN
184	N	N	38:21.3	5/14/20	11:03	5/14/20	19:03	"6,717,440"	0	ENS	ZZOS0026	U	$SYSTEM.XYGATEOS.ZZOS0026			\EST1983	"67,696"	38:23.4	N	46:06.7	253	1	N	NUCU	XYGATEOS	Removed	N	$SYSTEM	SUPER.SUPER
185	N	N	05:26.9	4/20/20	11:03	4/20/20	19:03	"1,019,904"	130	ENS	ZZSA1903	U	$SYSTEM.XYGATEOS.ZZSA1903			\EST1983	"33,131"	05:27.1	N	07:43.2	253	1	N	NNNN	XYGATEOS	Added	N	$SYSTEM	PRO.ROB
186	N	N	30:04.3	4/20/20	11:03	4/20/20	19:03	"1,019,904"	130	ENS	ZZSA9469	U	$SYSTEM.XYGATEOS.ZZSA9469			\EST1983	"33,133"	30:04.5	N	07:43.3	253	1	N	NNNN	XYGATEOS	Added	N	$SYSTEM	PRO.ROB
187	N	N	30:38.0	4/20/20	11:03	4/20/20	19:03	"5,506,070"	101	ENS	ZZEM	U	$SYSTEM.XYGATESW.ZZEM			\EST1983	"33,138"	50:08.3	N	06:02.2	70	2	N	NNNN	XYGATESW	Removed	N	$SYSTEM	SUPER.SUPER
188	N	N	41:57.4	3/26/20	11:08	3/26/20	19:08	"1,189,888"	100	ENS	XYSW	U	$SYSTEM.XYGATESW.XYSW			\EST1983	"19,927"	10:31.8	N	00:22.5	253	1	N	UUNU	XYGATESW	Added	N	$SYSTEM	SECURITY.ADMIN
