id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1133,Fall Into Temptation,"Raquel and Damián are happily married with two children. Destiny leads Damián to meet Carolina and feels an undeniable attraction towards her. Damián did not know that Carolina was already married to Santiago Álvarado, a construction architect with whom she has two children. When Raquel drops off her son Fede at school, she accidentally backs her car to Santiago's truck, and they realize that their sons know each other. Raquel volunteers to pay for the damages but Santiago refuses. Raquel insists and goes to the Álvarado home with Damián. The two couples become great friends. But the desire between Damián and Carolina is stronger than their marriage commitment and both decide to deceive to their spouses. Damián and Carolina have a terrible car accident. Rescuers only find a seriously injured Damián, and Carolina has mysteriously disappeared from the scene. During the investigation by the police, Raquel and Santiago learn that their spouses are lovers.",9/24/17,2.583,"Drama, Soap",Mexico,Spanish,7.755,253
1134,Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",9/20/10,43.6707,"Crime, Drama, Action & Adventure",United States,English,7.8,1804
1135,Doña Bárbara,"Doña Bárbara is a Spanish-language telenovela produced by the United States-based television network Telemundo, Sony Pictures Television International and RTI Colombia. Edith González and Christian Meier star in this adaptation of the 1929 novel by Venezuelan author Rómulo Gallegos.",8/4/08,2.4297,"Drama, Comedy, Soap","Colombia, United States",Spanish,7.755,729
1136,The White Princess,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",4/16/17,3.9925,"Drama, War & Politics",United States,English,7.754,289
1137,Step by Step,"Step by Step is an American television sitcom with two single parents, who spontaneously get married after meeting one another during a vacation, resulting in them becoming the heads of a large blended family",9/20/91,13.3985,"Comedy, Family",United States,English,7.754,421
1138,CSI: Vegas,"Facing an existential threat that could bring down the Crime Lab, a brilliant team of forensic investigators must welcome back old friends and deploy new techniques to preserve and serve justice in Sin City.",10/6/21,11.3342,"Crime, Drama, Mystery",United States,English,7.8,303
1139,Schitt's Creek,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",1/13/15,17.8421,Comedy,Canada,English,7.752,625
1140,ZeroZeroZero,"Based on the book of the same name by bestselling author Roberto Saviano, ZeroZeroZero is an unforgettable exploration of the inner workings of the global cocaine trade.",2/14/20,3.4584,"Crime, Drama",Italy,Italian,7.8,472
1141,The House of Flowers,A wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.,8/10/18,3.5207,"Drama, Comedy",Mexico,Spanish,7.751,903
1142,Sonny with a Chance,"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.",2/8/09,4.7741,"Comedy, Family",United States,English,7.8,339
1143,The Twilight Zone,"This 1980s revival of the classic sci-fi series features a similar style to the original anthology series. Each episode tells a tale (sometimes two or three) rooted in horror or suspense, often with a surprising twist at the end. Episodes usually feature elements of drama and comedy.",9/27/85,14.6753,"Sci-Fi & Fantasy, Drama, Mystery",United States,English,7.751,239
1144,Hercai,Miran is seeking revenge for his parents death so he plans to marry daughter Reyyan from the family who were responsible for that. Unexpectedly he falls in love with Reyyan. Will this change the plan?,3/15/19,10.5671,Drama,Turkey,Turkish,7.8,725
1145,Surviving Escobar - Alias JJ,"As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",2/8/17,4.5357,"Drama, Crime",Colombia,Spanish,7.748,1152
1146,Raising Voices,"When a 17-year-old reports a sexual assault at her high school, an investigation upends her life and tests her relationships.",5/31/24,8.2447,Drama,Spain,Spanish,7.747,421
1147,The Morning Show,"A behind-the-scenes look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.",11/1/19,27.1905,Drama,United States,English,7.747,840
1148,Teenage Mutant Ninja Turtles,"Four turtles fall into the sewers and are befriended by Hamato Yoshi a Japanese man sent to New York who was forced to live in the sewers. One day he sees a strange green glow which transforms the four turtles into human-like creatures. Hamato (now Master Splinter) changes into a giant rat from the green glow and teaches the turtles the skills of the ninja as they team up with news reporter April O'Neil to battle against Yoshi's arch enemy Shredder and Krang, an alien warlord from Dimension X.",12/14/87,18.5112,"Action & Adventure, Animation, Comedy, Kids",United States,English,7.7,792
1149,The Night Agent,"Brought together by a midnight phone call, an FBI agent and a cybersecurity expert must unravel an ever-growing web of political conspiracies.",3/23/23,14.4617,"Action & Adventure, Drama, Mystery",United States,English,7.746,1004
1150,Little Angel Face,"Carita de Angel  is a remake of the telenovela Papa Corazon, which also was adapted for Mundo de juguete. Tells the story of Dulce Maria, a sweet, 5-year-old girl full of joy, compassion, and good feelings. After the death of her mother, her father Luciano Larios sinks into depression and lives abroad for a few years, leaving his daughter and loved ones behind. Dulce Maria enrolls in a Catholic boarding school for girls called ""Reina de America"" (Queen of America) to be taken care of by the nuns, as well as being taken care of by her uncle Gabriel, who is a priest.",6/19/00,2.7107,"Soap, Drama, Kids, Comedy",Mexico,Spanish,7.746,408
1151,Money Heist: Korea - Joint Economic Area,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",6/24/22,5.7266,"Action & Adventure, Crime, Drama, Mystery",South Korea,Korean,7.745,697
1152,Billions,"A complex drama about power politics in the world of New York high finance. 

Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series.",1/17/16,32.6415,Drama,United States,English,7.7,981
1153,Amor Real,"True love threatens to tear a family apart in this epic Mexican serial set in the 1800s. Rich and beautiful Matilde falls in love with Adolfo, but her mother, Augusta, disapproves of the relationship when she learns Adolfo is poor. Augusta forces her daughter to marry rich and handsome Manuel Fuentes Guerra, but Matilde plays with fire by continuing to be with Adolfo. Adela Noriega, Fernando Colunga, Helena Rojo and Chantal Andere star.",6/9/03,3.0849,"Soap, Drama",Mexico,Spanish,7.745,1123
1154,Dead Boy Detectives,Two teen ghosts work alongside a clairvoyant to solve mysteries for their supernatural clientele — until a powerful witch complicates their plans.,4/25/24,4.5502,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,7.744,279
1155,Code Black,"Inspired by the award-winning documentary, this medical drama is set in the busiest and most notorious ER in the nation where the extraordinary staff confront a challenged system in order to protect their ideals and the patients who need them the most.",9/30/15,6.0831,Drama,United States,English,7.744,268
1156,Girls Bravo,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.",7/5/04,4.3153,"Animation, Sci-Fi & Fantasy, Comedy",Japan,Japanese,7.7,283
1157,The Lost Room,"A detective investigates a mysterious motel room, which acts as a portal to an alternate universe.",12/11/06,2.3785,"Mystery, Sci-Fi & Fantasy",United States,English,7.744,471
1158,BEEF,A road rage incident between two strangers — a failing contractor and an unfulfilled entrepreneur — sparks a feud that brings out their darkest impulses.,4/6/23,7.0885,"Comedy, Drama",United States,English,7.741,807
1159,"Doogie Kamealoha, M.D.","Lahela 'Doogie' Kamealoha, a 16-year-old prodigy juggles a budding medical career and life as a teenager. With the support of her caring and comical 'ohana (family) and friends, Lahela is determined to make the most of her teenage years and forge her own path.",9/8/21,4.8433,"Drama, Family, Comedy",United States,English,7.7,200
1160,Firefly Lane,"For decades, childhood best friends Kate and Tully have weathered life's storms together -- until a betrayal threatens to break them apart for good.",2/3/21,6.9016,Drama,United States,English,7.7,286
1161,Godless,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",11/22/17,5.9273,"Western, Drama",United States,English,7.7,651
1162,Unorthodox,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,3/26/20,2.4388,Drama,Germany,German,7.739,688
1163,Sense8,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",6/5/15,10.8263,"Sci-Fi & Fantasy, Drama",United States,English,7.7,1752
1164,V,"Fifty spaceships, each three miles across, hover ominously above Earth's major cities. The Visitors that emerge are humanlike in appearance and extend the hand of friendship. Our planet's resources are just what these aliens need to survive. And for its future survival, unsuspecting humankind will need... a miracle!",5/1/83,5.5961,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.7,953
